Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,2ndFlrSF_cat,3SsnPorch_cat,BsmtFinSF1_cat,BsmtFinSF2_cat,BsmtUnfSF_cat,EnclosedPorch_cat,GarageArea_cat,LowQualFinSF_cat,MasVnrArea_cat,MiscVal_cat,OpenPorchSF_cat,PoolArea_cat,ScreenPorch_cat,TotalBsmtSF_cat,WoodDeckSF_cat,House_Age,House_Age_Squared,House_Decade_Built,Garage_Age,Garage_Age_Squared,Garage_Decade_Built,Remodel_Age,Remodel_Age_Squared,Remodel_Decade_Built
126,190,RM,-0.541352683461139,-0.7779730100686018,Pave,No,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,1.5Fin,6,8,Gable,CompShg,Wd Sdng,Wd Sdng,No,,TA,Fa,CBlock,TA,TA,Av,GLQ,-0.24618837296162924,Unf,,-2.6582015747112453,-1.3736512649363128,GasA,Gd,N,SBrkr,-1.6163512344184316,,-0.4553163291008018,-1.4590770449004378,1,0,1,0,2,1,TA,5,Typ,0,No,nan,nan,0,,nan,nan,N,-1.6814219005870152,,,,,,No,No,No,,6,2006,WD,Normal,11.344518647594766,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0.4317537777399105,0.42218490796882796,1930,0.0,0.0,1980,0.2957500164242047,0.29147831793818285,1980
127,120,RL,0.0,-1.5195643605587135,Pave,No,IR1,Lvl,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,Plywood,Plywood,No,,TA,TA,CBlock,Gd,TA,No,ALQ,-1.89777125800786,Unf,,0.5404861667912036,0.14854653420041436,GasA,TA,Y,SBrkr,-0.2753582882391908,,,-0.9312774576174371,0,0,2,0,2,1,TA,5,Typ,1,TA,Attchd,RFn,2,-0.22724805368161347,TA,TA,Y,,1.1256462877715618,,,,,No,No,No,,2,2007,WD,Normal,11.759793355371237,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,-0.0508034658336962,-0.05007099173939455,1970,0.059184015164986316,0.058243917905932,1970,0.401307766285633,0.394225155850088,1970
128,45,RM,-0.8567548579632873,-1.7893244126349888,Pave,No,IR1,Bnk,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Unf,5,7,Gable,CompShg,WdShing,Wd Sdng,No,,TA,Gd,BrkTil,TA,TA,No,LwQ,-1.9374103377592902,Unf,,0.034082213316208254,-0.8384121231846989,GasA,Ex,Y,SBrkr,-0.5639335186726657,,,-1.2210245555282793,0,0,1,0,3,1,TA,5,Typ,1,TA,nan,nan,0,,nan,nan,N,,,,,,,No,No,No,,6,2007,WD,Normal,11.373674891823535,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.47168546511796905,0.46100142508153436,1930,0.0,0.0,1980,0.7160419334400853,0.6979011174078563,1950
129,60,RL,-0.03381083676715956,-0.5156430090285258,Pave,No,Reg,Lvl,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.2539286714321421,TA,TA,CBlock,TA,TA,No,BLQ,-0.19450413414562892,Unf,,-1.1949295478294164,-0.8760290247885554,GasA,TA,Y,SBrkr,-1.0932567413691905,-0.30061930829221006,,-0.17826755705787908,0,0,1,1,3,1,TA,6,Typ,1,Fa,Attchd,RFn,2,-0.15782844263289844,TA,TA,Y,0.1367948685269692,0.5127207608726178,,,,,No,No,No,,7,2006,WD,Normal,11.951186847493476,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0.10477685851692058,0.10295978341401499,1960,0.2396795764773855,0.23503286906528473,1960,0.5432250226181123,0.5315847566052578,1960
130,20,RL,-0.03381083676715956,-0.12654181504699522,Pave,No,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Plywood,Plywood,BrkFace,-0.814988079699327,TA,TA,CBlock,TA,TA,No,Rec,-0.07441276513660232,BLQ,-2.2296641154825028,-0.24245475893966154,0.008305140542531871,GasA,TA,Y,FuseA,-0.0677575858637919,,,-0.7228337150717958,0,1,1,1,3,1,Ex,6,Typ,0,No,2Types,RFn,2,1.0448112768357871,TA,TA,Y,,0.22683117377091325,,0.0,,,No,MnWw,No,,7,2006,WD,Abnorml,11.918397239722838,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0.20654705822084554,0.20261922491794387,1950,-0.5459767728767978,-0.546939334815548,1990,0.08924780584538337,0.08862231054694936,1990
131,60,RL,0.8518195303482508,0.9405069828801655,Pave,No,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,6,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.394818729900195,TA,TA,CBlock,TA,TA,No,Rec,-0.3595345258926363,Unf,,-0.10458658877362831,-0.17343130160482545,GasA,Ex,Y,SBrkr,0.24828395074358942,0.49876986598671275,,0.8585115181027292,0,0,2,1,4,1,Gd,8,Typ,2,Gd,Attchd,Fin,2,0.01473469343385706,TA,TA,Y,-0.7025412118180768,0.044110897507319516,,,,,No,GdPrv,No,,5,2006,WD,Normal,12.328294703023396,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0.10477685851692058,0.10295978341401499,1960,0.2396795764773855,0.23503286906528473,1960,0.5432250226181123,0.5315847566052578,1960
132,60,RL,0.0,0.5921804293343506,Pave,No,IR1,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,-1.5139254083542772,Gd,TA,PConc,Gd,TA,No,GLQ,0.1652241371442922,Unf,,-0.5488854063725149,-0.0251152134899605,GasA,Ex,Y,SBrkr,-0.1333696506693691,0.7344665131729308,,0.750587373484436,1,0,2,1,3,1,Gd,7,Typ,1,TA,BuiltIn,RFn,2,-0.5147902839734971,TA,TA,Y,-2.7991302923046373,-0.25715997516526434,,,,,No,No,No,,7,2009,WD,Normal,12.404927602627597,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,-0.7480976165946908,-0.7530622915700261,2000,-0.6477850130307019,-0.6516360978475111,2000,-0.23474999452526502,-0.23677605408491934,2000
133,20,RL,0.2694798066776909,-0.5783456114964429,Pave,No,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,MetalSd,MetalSd,No,,TA,TA,CBlock,TA,TA,No,Rec,-0.47033443852657236,Unf,,0.19081325701741148,0.11927657812628469,GasA,Gd,Y,SBrkr,0.4401230188154804,,,-0.2128906715542516,1,0,1,0,3,1,Gd,7,Typ,0,No,Detchd,Unf,2,0.6059758155113368,TA,TA,Y,,,,,,,No,No,No,,7,2007,WD,Normal,11.923384748066601,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0.19468307749801747,0.19101713620393773,1950,0.1134978596740879,0.11156789343708119,1970,-0.3403077443866934,-0.3454212913212063,2000
134,20,RL,0.0,-0.7530791896411375,Pave,No,IR1,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,-0.3756527561021211,Gd,TA,PConc,Ex,TA,No,GLQ,0.599609064392496,Unf,,-0.6653345599851556,0.48601719811825855,GasA,Ex,Y,SBrkr,0.38820969537341293,,,-0.2650148084306267,1,0,2,0,2,1,Gd,6,Typ,0,No,Attchd,Fin,2,-0.06492163425578182,TA,TA,Y,0.16719106544650728,-0.8673849687157091,,,,,No,No,No,,6,2009,WD,Normal,12.301387370778713,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,-0.8033241281223237,-0.810611995344192,2000,-0.7052513516456788,-0.7112461685253362,2000,-0.3403077443866934,-0.3454212913212063,2000
135,20,RL,0.41225729742292777,0.20195886694016438,Pave,No,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,Plywood,Plywood,No,,TA,TA,CBlock,TA,TA,No,Rec,-0.06820124113052865,Unf,,0.4729828846849615,0.7836752381042169,GasA,Gd,Y,SBrkr,1.0111492511155002,,,0.3604544259836157,0,0,2,1,3,1,TA,7,Min1,1,TA,Attchd,RFn,2,-0.22724805368161347,TA,TA,Y,,0.40040880682219027,0.3250775799515704,,,,No,MnPrv,No,,7,2006,WD,Normal,12.100717685412471,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0.07656312529058219,0.07527331470112905,1960,0.21032157608356858,0.2063551826731719,1960,0.03130301385589918,0.031158935518469655,1990
136,20,RL,0.5044610472104119,0.21653319484170178,Pave,No,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6,Hip,CompShg,Plywood,Plywood,BrkFace,0.32863484189747044,TA,TA,PConc,TA,TA,No,Unf,,Unf,,0.8276186031727837,0.5461536452085471,GasA,Gd,Y,SBrkr,0.9608000320036205,,,0.30990074506709864,0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,Unf,2,0.21651722478230298,TA,TA,Y,-0.8016973955311315,,,,,,No,MnPrv,No,,5,2008,WD,Normal,12.066816325306588,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0.04703666256109039,0.04626941819420897,1970,0.17959760568637134,0.17631290256875295,1970,0.4905555721310164,0.48069978967327254,1970
137,20,RL,0.0,0.20645301468967617,Pave,No,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,-0.03294424555044321,TA,TA,CBlock,TA,TA,No,BLQ,0.1652241371442922,Unf,,-0.02998320898773387,0.3967460726422328,GasA,TA,Y,SBrkr,0.24466907994974496,,,-0.40913832412138834,0,0,2,0,3,1,TA,5,Typ,1,Fa,Attchd,RFn,1,-1.0010864571939533,TA,TA,Y,,0.5388649788601639,,,,,No,No,No,,7,2007,WD,Normal,11.870606902224587,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0.0908267477697491,0.08927370956787603,1960,0.22516368970962786,0.2208568129647753,1960,0.5305000109494696,0.5193002103267276,1960
138,90,RL,0.5944156992655265,0.3616651345010403,Pave,No,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,-0.9958304035657469,TA,TA,CBlock,TA,TA,No,Unf,,Unf,,1.1816581346909916,1.3403555425525242,GasA,Gd,Y,SBrkr,1.295677492233901,,,0.6461381002681212,0,0,3,0,5,2,TA,9,Typ,0,No,2Types,Unf,3,1.095184020741137,TA,TA,Y,,,,,,,No,No,No,,7,2006,WD,Family,12.049424683420915,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,-0.30815398988823767,-0.3055663187817371,1980,-0.2181068873872383,-0.21611842420868715,1980,0.1419172563324793,0.14063053763572922,1980
139,60,RL,0.17112843437590686,-0.1025730380958648,Pave,No,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.42771821530625126,Gd,TA,PConc,Gd,TA,Mn,GLQ,0.11857029713155194,Unf,,-0.4342537496525357,0.0,GasA,Ex,Y,SBrkr,-0.17238560329038377,0.23309550218149394,,0.5222535042631389,0,0,2,1,3,1,Gd,7,Typ,2,TA,Attchd,Fin,3,0.7397912873392244,TA,TA,Y,0.3898453339627451,0.4948884078569547,,,,,No,GdPrv,No,,12,2008,WD,Normal,12.345838935721968,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,-0.6972941507609945,-0.700444309498398,1990,-0.5949211060111032,-0.5971343120082192,1990,-0.23474999452526502,-0.23677605408491934,2000
140,60,RL,-0.25081212321652857,1.1330181301027131,Pave,No,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,No,,TA,TA,PConc,Gd,TA,No,GLQ,0.36142403495594233,Unf,,-1.4948755796909312,-0.1644094261935653,GasA,Ex,Y,SBrkr,-0.34521080785058084,0.1967121672932451,,0.4148827326591921,1,0,2,1,3,1,Gd,7,Typ,0,No,Attchd,RFn,2,-0.06998943795123823,TA,TA,Y,0.6916090151652646,0.4297385729781785,,,,,No,MnPrv,No,,8,2009,WD,Normal,12.352339472153524,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,-0.6064674029912455,-0.6070763495193562,1990,-0.5004106888535413,-0.500423637089099,1990,-0.10555774986142837,-0.10573985763459624,1990
141,20,RL,0.018501499801521343,0.23877833544647417,Pave,No,Reg,Lvl,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,HdBoard,HdBoard,No,,TA,TA,CBlock,TA,TA,No,ALQ,-0.39441527294322715,Unf,,-0.20063227921805296,-0.3136502935786037,GasA,TA,Y,SBrkr,-0.5020910064603245,,,-1.1589309087030626,0,0,1,0,3,1,TA,5,Typ,1,Po,nan,nan,0,,nan,nan,Y,,,,,,,No,No,No,,4,2010,ConLI,Normal,11.652696102959753,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.03174183841151597,0.031233076045566268,1970,0.0,0.0,1980,0.4766039398249693,0.467203249828361,1970
142,20,RL,0.41225729742292777,0.4793794614363049,Pave,No,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,No,,Gd,TA,PConc,Gd,TA,Av,GLQ,0.9028292232026724,Unf,,-0.19633713484699936,1.1416272932827138,GasA,Ex,Y,SBrkr,1.0276792291286418,,,0.377051530144785,1,0,2,0,3,1,Gd,7,Typ,0,No,Attchd,Fin,2,0.7397912873392244,TA,TA,Y,-0.09592089854349148,-0.9051513599074145,,,,,No,No,No,,1,2006,WD,Normal,12.468440756144114,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,-1.0902011149063575,-1.1165484744303034,2000,-1.0037632367414218,-1.028135638761577,2000,-0.5468099549655148,-0.5630392969369303,2000
143,50,RL,0.07008217127657257,-0.24696248150903927,Pave,No,Reg,Lvl,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,4,Gable,CompShg,BrkFace,Wd Sdng,No,,TA,Fa,CBlock,TA,TA,No,Rec,-0.2060532135456741,Unf,,-0.2652442727374139,-0.20531800825071259,GasA,Fa,Y,SBrkr,-0.38821341558409533,-1.245845844603936,,-0.11855616591421864,0,0,2,0,4,1,TA,6,Typ,0,No,Detchd,Unf,2,0.9474009727283843,TA,TA,Y,,,,,,,No,MnPrv,No,,6,2010,WD,Normal,12.019749091416921,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0.27341985042166045,0.2679443106823058,1950,-0.6477850130307019,-0.6516360978475111,2000,0.6970577827098374,0.6796739809696679,1950
144,20,RL,0.41225729742292777,0.20195886694016438,Pave,No,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,-0.09735654157529203,Gd,TA,PConc,Gd,TA,Gd,GLQ,0.13780077136807106,Unf,,0.385402567846367,0.8247423728333845,GasA,Ex,Y,SBrkr,0.7107288937058721,,,0.05881409953555485,1,0,2,0,3,1,Gd,6,Typ,0,No,Attchd,RFn,2,0.41917246660652013,TA,TA,Y,-0.2478362137031023,-0.7295903697323769,,,,,No,No,No,,6,2009,WD,Normal,12.225880174775122,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,-0.6972941507609945,-0.700444309498398,1990,-0.5949211060111032,-0.5971343120082192,1990,-0.18840809034559017,-0.18954643636484933,1990
145,90,RM,0.018501499801521343,-0.09387158090636019,Pave,No,Reg,Lvl,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1Story,5,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.4736128044404273,TA,TA,CBlock,TA,TA,No,Rec,0.9314812407553498,Unf,,-0.28153510632430706,1.134384273167057,GasA,TA,Y,SBrkr,1.020065453798946,,,0.3694068362373739,1,0,2,0,6,2,TA,10,Typ,0,No,Detchd,Unf,2,0.09655732084581746,TA,TA,Y,,,,,,,No,No,No,,11,2006,ConLI,Abnorml,11.736077016252437,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0.1448767909558767,0.14226568577919832,1960,0.28140584584027517,0.275745982502648,1960,0.5798033779763995,0.5668655231751903,1960
146,160,RM,-3.831003892476671,-3.0764684338074866,Pave,No,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,Stone,-1.3079984843448444,Gd,TA,PConc,Gd,TA,No,Unf,,Unf,,0.5520765090492318,-0.07195827300757773,GasA,Ex,Y,SBrkr,-0.24802727141281566,-0.11810625341602164,,0.34502243231877283,0,0,2,0,3,1,Gd,7,Maj1,0,No,Detchd,Unf,2,-0.5766970767958739,TA,TA,Y,,-0.42879868071892435,,,,,No,No,No,,4,2006,WD,Normal,11.775297421715827,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,-1.0054481406492326,-1.0248149621527998,2000,-0.9155729277292476,-0.9331179272570078,2000,-0.636057760810898,-0.6595210198793273,2000
147,30,RM,-1.1300619387536213,-1.0160326852509107,Pave,No,Reg,Lvl,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,No,,TA,TA,BrkTil,TA,TA,No,BLQ,-1.2476849636995027,Unf,,-0.05358053720533953,-0.7089177506806009,GasA,TA,Y,FuseA,-0.4743178047024931,,,-1.1310449234889608,1,0,1,0,2,1,TA,5,Typ,0,No,Detchd,Unf,1,-2.3551841167011274,Fa,TA,Y,-1.8224419987469882,,,,,,No,No,No,,11,2009,WD,Normal,11.561725152903833,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0.4638975822753873,0.45343339928266435,1930,0.6133651949295585,0.5980539733028604,1930,0.03130301385589918,0.031158935518469655,1990
148,60,RL,0.0,0.007348562504221617,Pave,No,IR1,Lvl,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,-0.11286683271147095,Gd,TA,PConc,Gd,TA,No,Unf,,Unf,,0.4656397822642437,-0.26585812401704045,GasA,Ex,Y,SBrkr,-0.4518524546200647,1.0131408393063526,,0.7300892764965821,0,0,2,1,3,1,Gd,8,Typ,1,Gd,BuiltIn,Fin,2,-0.2599810114018487,TA,TA,Y,-0.2478362137031023,-0.25715997516526434,,,,,No,No,No,,5,2010,WD,Normal,12.312686874960354,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,-0.8033241281223237,-0.810611995344192,2000,-0.7052513516456788,-0.7112461685253362,2000,-0.2851265124142036,-0.2884323586816461,2000
149,20,RL,-0.36429670465726666,-0.5433711367728455,Pave,No,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,-0.49282904540162836,TA,TA,PConc,Gd,TA,No,GLQ,0.13953354402434892,Unf,,-0.27219122176076616,0.15241841749663004,GasA,Ex,Y,SBrkr,-0.01216520235313156,,,-0.6670155779296557,1,0,1,0,3,1,Gd,6,Typ,0,No,nan,nan,0,,nan,nan,Y,,,,,,,No,No,No,,4,2008,WD,Normal,11.856522261533737,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,-1.0054481406492326,-1.0248149621527998,2000,0.0,0.0,1980,-0.5468099549655148,-0.5630392969369303,2000
150,50,RM,0.0,-0.970896397926601,Pave,No,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,4,Gable,CompShg,MetalSd,MetalSd,No,,TA,TA,BrkTil,Gd,TA,No,Unf,,Unf,,0.47819276230313434,-0.23769855516478275,GasA,Gd,Y,FuseA,-0.42225145569991357,-1.3950967286957205,,-0.18482069060710557,0,0,1,0,3,1,TA,7,Typ,0,No,Detchd,Unf,1,-1.671079505405996,Fa,TA,Y,0.2261378616849822,0.564318078680287,,,,,No,No,No,,4,2006,WD,Normal,11.652696102959753,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0.4234568688948106,0.4141158445912656,1930,0.5712843235387117,0.557328790368285,1930,0.7160419334400853,0.6979011174078563,1950
151,20,RL,1.9845911973962045,0.20667749418648346,Pave,No,Reg,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,HdBoard,HdBoard,No,,TA,TA,CBlock,TA,TA,Av,BLQ,0.20027580958336022,Unf,,-0.6977881368284636,-0.07411264350467384,GasA,TA,Y,SBrkr,-0.2502919196783034,,,-0.9061092977072087,0,0,1,1,3,1,TA,5,Typ,0,No,Attchd,Unf,2,-0.22724805368161347,TA,TA,Y,,,,,,,No,MnPrv,No,,1,2007,WD,Normal,11.711784520403112,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,-0.03341321393565347,-0.03291974492941195,1970,0.09588491559582099,0.09428864699237796,1970,0.4171708058222975,0.4096200227447428,1970
152,20,RL,1.5654204167964076,0.8893626450549799,Pave,No,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,Stone,0.7187871065029279,Gd,TA,PConc,Ex,TA,Gd,GLQ,0.9901490151616557,Unf,,-0.5090876338736536,1.1125034369084887,GasA,Ex,Y,SBrkr,0.9970645828033678,,,0.346312561616577,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,3,1.3880185892232484,TA,TA,Y,,0.4582013213287655,,,,,No,No,No,,1,2008,New,Partial,12.827731880206521,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,-1.30376155375224,-1.3534809385451985,2000,-1.2259850674167105,-1.2735506453649683,2000,-0.8708077553361632,-0.9208129855545956,2000
153,60,RL,0.0,1.0371847712979942,Pave,No,IR1,Lvl,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.20311138884354962,TA,TA,CBlock,TA,TA,No,Rec,-0.43881210598787546,Unf,,-0.25150380748682544,-0.4101095499937824,GasA,Gd,Y,SBrkr,0.022129477955787603,0.3736607421485168,,0.6840905012693904,0,0,2,1,4,1,TA,8,Typ,1,Gd,Attchd,RFn,2,0.05358869661025405,TA,TA,Y,,0.044110897507319516,,,,,No,GdWo,No,,6,2006,WD,Normal,12.154784614286667,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0.03174183841151597,0.031233076045566268,1970,0.16368246784182025,0.16073823650732819,1970,0.4766039398249693,0.467203249828361,1970
154,20,RL,0.0,0.8229904254056182,Pave,No,Reg,Lvl,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,7,Flat,CompShg,BrkFace,Plywood,No,,TA,TA,CBlock,Gd,TA,Gd,BLQ,-0.40261334708115537,ALQ,0.991202012549785,-1.6242773493790263,0.9761798643770535,GasA,Gd,Y,SBrkr,0.312355106533257,,,-0.3411774331529244,1,0,1,0,1,1,TA,4,Typ,1,Gd,Attchd,RFn,2,0.36481650749184275,TA,TA,Y,1.2607469221586511,,,,,,No,No,No,,3,2008,WD,Normal,12.367345048436391,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0.18259310265191164,0.1791899184424576,1960,0.32065182171814444,0.31399215884125486,1960,0.4171708058222975,0.4096200227447428,1970
155,30,RM,0.6822283690374858,0.4176826504974989,Pave,No,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,Wd Sdng,Wd Sdng,No,,TA,TA,BrkTil,TA,TA,No,Unf,,Unf,,0.7502136928079199,0.3725144857285452,GasA,TA,Y,FuseA,0.2191971282366736,,,-0.43471371420563515,0,0,1,0,4,1,TA,7,Typ,0,No,Detchd,Unf,1,-1.0464574762705159,Fa,Fa,Y,,,0.6753156061741954,,,,No,No,No,,3,2006,WD,Family,11.736077016252437,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0.5236786304349876,0.5114987999160545,1920,0.675570788968916,0.6581982035716247,1920,0.7160419334400853,0.6979011174078563,1950
156,50,RL,-0.541352683461139,0.030466781073921402,Pave,No,Reg,Lvl,Corner,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,6,5,Gable,CompShg,Wd Sdng,Wd Sdng,No,,TA,TA,BrkTil,TA,TA,No,Unf,,Unf,,0.06047816301483012,-1.1747400371722483,Grav,Fa,N,FuseF,-1.4072581524489634,-0.9954190792397063,,-0.6345923522257891,0,0,1,0,2,1,TA,5,Typ,0,No,nan,nan,0,,nan,nan,N,,-1.8889193124429318,-0.17920661268684782,,,,No,No,No,,4,2008,WD,Normal,11.277215789596893,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0.5165067519970356,0.504536064903863,1920,0.0,0.0,1980,0.7160419334400853,0.6979011174078563,1950
157,20,RL,-0.541352683461139,-0.6382620899952005,Pave,No,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Hip,CompShg,Wd Sdng,Wd Sdng,No,,TA,TA,CBlock,nan,nan,nan,nan,,nan,,,,GasA,TA,Y,FuseF,-0.09503424366244465,,,-0.7502211399245631,0,0,1,0,2,1,TA,5,Typ,0,No,Detchd,Unf,2,0.60979590992486,TA,TA,Y,,,,,,,No,No,No,,6,2006,WD,Normal,11.603688960617083,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.294231698145192,0.28825095690599856,1950,0.4368181547646786,0.42695774831709565,1950,0.7160419334400853,0.6979011174078563,1950
158,60,RL,1.0139536783414915,0.5497684527118856,Pave,No,Reg,Lvl,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,-0.8260235442529964,Gd,TA,PConc,Ex,TA,No,Unf,,Unf,,0.3419345104610842,-0.543360924781166,GasA,Ex,Y,SBrkr,-0.7435600496068823,1.1068054345095526,,0.6562480160975772,0,0,2,1,4,1,Ex,8,Typ,1,Gd,BuiltIn,Fin,3,0.8110176799838298,TA,TA,Y,,0.16547797089060015,,,,,No,No,No,,5,2010,New,Partial,12.504327379899443,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,-1.627984870007597,-1.726311625478067,2000,-1.5633579407599496,-1.6597292378064281,2000,-1.272115521621796,-1.3609261814359188,2010
